Scientific Name,Common Name,Duration,Habit,Sun,Water,State Code
Echinacea purpurea,"Eastern Purple Coneflower, Purple Coneflower",Perennial,Herb,"Sun, Part-shade",Dry,WI
Elymus canadensis,"Canada Wild Rye, Canadian Wildrye, Prairie Wildrye, Nodding Wildrye",Perennial,Grass/Grass-like,"Sun, Part-shade",Moist,WI
Eupatorium perfoliatum,Common Boneset,Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist",WI
Euphorbia corollata,Flowering Spurge,Perennial,Herb,Sun,Dry,WI
Euthamia graminifolia,"Flat-top Goldentop, Grass-leaved Goldenrod",Perennial,Herb,Sun,Moist,WI
Eutrochium purpureum,"Purple Joepyeweed, Sweet-scented Joepyeweed, Sweet Joepyeweed",Perennial,Herb,"Sun, Shade, Part-shade",Moist,WI
Fragaria virginiana,"Virginia Strawberry, Wild Strawberry",Perennial,Herb,"Sun, Part-shade",Dry,WI
Fraxinus americana,"White Ash, American Ash, Cane Ash, Smallseed White Ash, Biltmore White Ash, Biltmore Ash",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WI
Fraxinus pennsylvanica,"Green Ash, Red Ash, Swamp Ash, River Ash, Water Ash, Darlington Ash",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist, Dry",WI
Gentiana andrewsii,"Closed Bottle Gentian, Closed Gentian, Bottle Gentian",Perennial,Herb,"Shade, Part-shade","Wet, Moist",WI
Geranium maculatum,"Spotted Geranium, Wild Geranium, Cranesbill",Perennial,Herb,"Shade, Part-shade",Moist,WI
Geum triflorum,"Old Man's Whiskers, Prairie Smoke, Purple Avens",Perennial,Herb,"Sun, Shade, Part-shade","Moist, Dry",WI
Gymnocladus dioicus,"Kentucky Coffeetree, Stump Tree",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WI
Hamamelis virginiana,"Witch-hazel, American Witch-hazel, Common Witch-hazel, Winterbloom, Snapping Hazelnut, Striped Alder, Spotted Alder, Tobacco-wood, Water-witch",Perennial,Tree,"Shade, Part-shade","Moist, Dry",WI
Helenium autumnale,"Common Sneezeweed, Fall Sneezeweed, Autumn Sneezeweed",Perennial,Herb,Sun,Moist,WI
Helianthus strumosus,"Paleleaf Woodland Sunflower, Paleleaf Sunflower, Woodland Sunflower",Perennial,Herb,"Sun, Shade, Part-shade",Dry,WI
Heliopsis helianthoides,"Smooth Oxeye, Oxeye Sunflower, False Sunflower",Perennial,Herb,"Sun, Part-shade",Dry,WI
Heuchera richardsonii,"Richardson's Alumroot, Prairie Alumroot",Perennial,Herb,"Sun, Part-shade",Dry,WI
Hydrophyllum virginianum,"Virginia Waterleaf, Eastern Waterleaf, Shawnee Salad",Perennial,Herb,"Shade, Part-shade",Moist,WI
Hypericum prolificum,Shrubby St. John's-wort,Perennial,Shrub,"Shade, Part-shade","Moist, Dry",WI
Ilex verticillata,"Common Winterberry, Winterberry, Michigan Holly, Black Alder",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist, Dry",WI
Iris virginica var. shrevei,"Shreve's Iris, Virginia Iris, Southern Blue Flag, Blue Flag",Perennial,Herb,Sun,Wet,WI
Juglans nigra,"Black Walnut, Eastern Black Walnut, American Black Walnut",Perennial,Tree,"Sun, Part-shade",Moist,WI
Juniperus communis var. depressa,"Common Juniper, Old Field Juniper, Prostrate Juniper",Perennial,Shrub,Sun,Dry,WI
Juniperus horizontalis,"Creeping Juniper, Creeping Savin",Perennial,Shrub,"Sun, Part-shade",Dry,WI
Juniperus virginiana,"Eastern Red Cedar, Eastern Redcedar, Virginia Juniper, Red Juniper, Pencil Cedar, Carolina Cedar, Red Savin",Perennial,Tree,"Sun, Shade, Part-shade",Dry,WI
Koeleria macrantha,"Prairie Junegrass, Junegrass, Prairie Koeler's Grass",Perennial,Grass/Grass-like,Sun,Dry,WI
Larix laricina,"Tamarack, American Larch, Hacmatack, Black Larch",Perennial,Tree,"Sun, Shade","Wet, Moist",WI
Lespedeza capitata,"Roundhead Lespedeza, Roundhead Bush-clover, Round-headed Lespedeza, Round-headed Bush-clover",Perennial,Herb,Sun,Dry,WI
Liatris aspera,"Tall Blazing Star, Tall Gayfeather, Tall Liatris, Rough Blazing Star, Rough Gayfeather, Rough Liatris, Button Snakeroot",Perennial,Herb,Sun,Dry,WI
Liatris cylindracea,"Ontario Blazing Star, Ontario Gayfeather, Ontario Liatris, Dwarf Blazing Star, Dwarf Gayfeather, Dwarf Liatris",Perennial,Herb,Sun,Dry,WI
Liatris pycnostachya,"Prairie Blazing Star, Prairie Gayfeather, Prairie Liatris, Kansas Blazing Star, Kansas Gayfeather, Kansas Liatris, Cat-tail Blazing Star, Cat-tail Gayfeather, Cat-tail Liatris, Hairy Button-snakeroot",Perennial,Herb,Sun,"Moist, Dry",WI
Lilium michiganense,"Michigan Lily, Turk's Cap Lily",Perennial,Herb,"Sun, Shade, Part-shade",Moist,WI
Lilium philadelphicum,Wood Lily,Perennial,Herb,"Sun, Shade, Part-shade",Dry,WI
Lobelia cardinalis,Cardinal Flower,Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist",WI
Lobelia siphilitica,Great Blue Lobelia,Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist",WI
Lupinus perennis,"Sundial Lupine, Wild Lupine",Perennial,Herb,"Sun, Part-shade","Moist, Dry",WI
Maianthemum racemosum ssp. racemosum,"Feathery False Lily Of The Valley, False Spikenard, False Solomon's Seal, Solomon's Plume, Smilacina",Perennial,Herb,"Shade, Part-shade",Moist,WI
Malus ioensis,"Prairie Crabapple, Iowa Crabapple, Western Crabapple, Prairie Crab, Iowa Crab, Western Crab",Perennial,Tree,Sun,Moist,WI
Mertensia virginica,Virginia Bluebells,Perennial,Herb,"Shade, Part-shade",Moist,WI
Mitchella repens,"Partridgeberry, Twinberry, Running Box, Pigeon Plum",Perennial,Herb,"Shade, Part-shade","Moist, Dry",WI
Monarda fistulosa,"Wild Bergamot, Beebalm",Perennial,Herb,"Sun, Part-shade","Moist, Dry",WI
Oenothera biennis,"Common Evening-primrose, King's Cure-all, Common Evening Primrose",Biennial,Herb,"Sun, Shade, Part-shade",Dry,WI
Oenothera rhombipetala,"Fourpoint Evening-primrose, Four-point Evening Primrose, Diamond Petal Primrose, Greater Four-point Evening-primrose",Annual,Herb,"Sun, Part-shade",Dry,WI
Opuntia humifusa,"Low Prickly Pear, Smooth Prickly Pear, Devil's Tongue",Perennial,Cactus/Succulent,Sun,Dry,WI
Osmorhiza claytonii,"Clayton's Sweetroot, Hairy Sweet-cicely, Sweet Jarvil",Perennial,Herb,Shade,Moist,WI
Osmunda cinnamomea,Cinnamon Fern,Perennial,"Herb, Fern","Sun, Shade, Part-shade","Wet, Moist",WI
Osmunda claytoniana,Interrupted Fern,Perennial,"Herb, Fern",Shade,Moist,WI
Ostrya virginiana,"Eastern Hop-hornbeam, American Hop-hornbeam, Woolly Hop-hornbean, Eastern Ironwood, Roughbark Ironwood, Ironwood, Deerwood, Leverwood",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WI
Panicum virgatum,"Switchgrass, Wand Panic Grass",Perennial,Grass/Grass-like,"Sun, Part-shade","Moist, Dry",WI
Parthenocissus quinquefolia,Virginia Creeper,Perennial,Vine,"Sun, Shade, Part-shade",Moist,WI
Pascopyrum smithii,Western Wheatgrass,Perennial,Grass/Grass-like,"Sun, Part-shade",Moist,WI
Penstemon digitalis,"Mississippi Penstemon, Mississippi Beardtongue, Smooth White Penstemon, Smooth White Beardtongue, Talus Slope Penstemon, Talus Slope Beardtongue, Foxglove Penstemon, Foxglove Beardtongue",Perennial,Herb,"Sun, Part-shade","Wet, Moist, Dry",WI
Penstemon grandiflorus,"Large Penstemon, Large Beardtongue, Large-flower Penstemon, Large-flower Beardtongue, Large-flowered Penstemon, Large-flowered Beardtongue",Perennial,Herb,Sun,,WI
Phlox divaricata ssp. laphamii,"Lapham's Phlox, Blue Phlox, Sweet William",Perennial,Herb,Part-shade,,WI
Phlox pilosa,"Downy Phlox, Prairie Phlox, Fragrant Phlox",Perennial,Herb,"Sun, Part-shade",Dry,WI
Physocarpus opulifolius,"Common Ninebark, Atlantic Ninebark",Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist, Dry",WI
Physostegia virginiana,"Fall Obedient Plant, False Dragonhead, Virginia Lions-heart",Perennial,Herb,"Sun, Shade, Part-shade",Moist,WI
Pinus resinosa,"Red Pine, Norway Pine, Canadian Pine",Perennial,Tree,Sun,"Moist, Dry",WI
Pinus strobus,"Eastern White Pine, Weymouth Pine",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WI
Podophyllum peltatum,"Mayapple, Indian Apple, Wild Mandrake, Pomme De Mai, Podophylle Pelt",Perennial,Herb,"Shade, Part-shade",Moist,WI
Polemonium reptans,"Greek Valerian, Jacob's Ladder",Perennial,Herb,Shade,Moist,WI
Polygonatum biflorum,"Smooth Solomon's Seal, Great Solomon's-seal, Sealwort",Perennial,Herb,"Shade, Part-shade","Moist, Dry",WI
Polystichum acrostichoides,Christmas Fern,Perennial,Fern,"Shade, Part-shade",Moist,WI
Populus deltoides,"Eastern Cottonwood, Carolina Poplar, Necklace Poplar, Alamo",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist, Dry",WI
Populus tremuloides,"Quaking Aspen, Golden Aspen, Trembling Aspen, Mountain Aspen, Aspen, Trembling Poplar, Alamo Blanco",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist, Dry",WI
Prunus americana,"American Plum, Wild Plum",Perennial,Tree,"Sun, Shade, Part-shade",Moist,WI
Prunus serotina,"Black Cherry, Wild Black Cherry, Rum Cherry",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WI
Prunus virginiana,"Chokecherry, Common Chokecherry, Choke Cherry",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WI
Pycnanthemum virginianum,Virginia Mountain Mint,Perennial,Herb,Part-shade,Moist,WI
Quercus alba,"White Oak, Northern White Oak, Eastern White Oak, Stave Oak, Ridge White Oak, Forked-leaf White Oak",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WI
Quercus bicolor,Swamp White Oak,Perennial,Tree,Part-shade,Moist,WI
Quercus macrocarpa,"Bur Oak, Burr Oak, Savanna Oak, Overcup Oak, Prairie Oak, Mossy-cup Oak, Mossy-overcup Oak, Blue Oak",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist, Dry",WI
Quercus rubra,Northern Red Oak,Perennial,Tree,"Sun, Part-shade","Moist, Dry",WI
Ratibida columnifera,"Mexican Hat, Red-spike Mexican Hat, Upright Prairie Coneflower, Prairie Coneflower, Long-headed Coneflower, Thimbleflower",Perennial,Herb,Sun,"Moist, Dry",WI
Ratibida pinnata,"Grayhead Coneflower, Gray-headed Coneflower, Grayhead Mexican Hat, Gray-headed Mexican Hat, Pinnate Prairie Coneflower, Yellow Coneflower",Perennial,Herb,"Sun, Part-shade","Moist, Dry",WI
Rhus glabra,Smooth Sumac,Perennial,Shrub,"Sun, Shade, Part-shade",Dry,WI
Rhus typhina,"Staghorn Sumac, Velvet Sumac",Perennial,"Shrub, Tree","Sun, Shade, Part-shade",Dry,WI
Rosa blanda,"Smooth Rose, Early Wild Rose",Perennial,Shrub,Sun,Dry,WI
Rosa setigera var. tomentosa,"Climbing Rose, Illinois Rose",Perennial,Shrub,Sun,,WI
Rudbeckia hirta,"Black-eyed Susan, Common Black-eyed Susan, Brown-eyed Susan, Blackeyed Susan","Annual, Biennial, Perennial",Herb,Sun,"Moist, Dry",WI
Rudbeckia subtomentosa,"Sweet Coneflower, Sweet Black-eyed Susan",Perennial,Herb,Part-shade,Moist,WI
Salix discolor,"Pussy Willow, Glaucous Willow",Perennial,Shrub,Sun,Moist,WI
Sanguinaria canadensis,Bloodroot,Perennial,Herb,"Shade, Part-shade","Wet, Moist",WI
Schizachyrium scoparium,"Little Bluestem, Popotillo Azul",Perennial,Grass/Grass-like,"Sun, Part-shade",Dry,WI
Silphium integrifolium,"Wholeleaf Rosinweed, Entire-leaf Rosinweed",Perennial,Herb,Sun,,WI
Silphium laciniatum,"Compassplant, Compass Plant",Perennial,Herb,Sun,Dry,WI
Silphium perfoliatum,"Cup Plant, Indian Cup",Perennial,Herb,Sun,"Wet, Moist, Dry",WI
Silphium terebinthinaceum,"Prairie Rosinweed, Prairie Dock",Perennial,Herb,Sun,"Wet, Moist",WI
Sisyrinchium campestre,"Prairie Blue-eyed Grass, White-eyed Grass",Perennial,Herb,Sun,"Moist, Dry",WI
Solidago nemoralis,"Gray Goldenrod, Prairie Goldenrod, Oldfield Goldenrod, Grayleaf Goldenrod, Gray-leaved Goldenrod, Dyersweed Goldenrod, Dwarf Goldenrod, Field Goldenrod",Perennial,Herb,"Sun, Shade, Part-shade",Dry,WI
Solidago speciosa,"Showy Goldenrod, Noble Goldenrod",Perennial,Herb,Part-shade,Moist,WI
Solidago ulmifolia,"Elmleaf Goldenrod, Elm-leaved Goldenrod",Perennial,Herb,Sun,Dry,WI
Sorghastrum nutans,"Indiangrass, Yellow Indiangrass, Indian Grass",Perennial,Grass/Grass-like,"Sun, Shade, Part-shade","Moist, Dry",WI
Spiraea alba,White Meadowsweet,Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist",WI
Sporobolus heterolepis,Prairie Dropseed,Perennial,Grass/Grass-like,Sun,Dry,WI
Staphylea trifolia,American Bladdernut,Perennial,Shrub,Shade,Moist,WI
Symphoricarpos albus,Common Snowberry,Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry",WI
Symphoricarpos orbiculatus,"Coralberry, Indian Currant, Buckbrush",Perennial,Shrub,"Shade, Part-shade","Moist, Dry",WI
Symphyotrichum ericoides,"White Heath Aster, Heath Aster",Perennial,Herb,Sun,Dry,WI
Thalictrum dasycarpum,"Purple Meadow-rue, Tall Meadow-rue, Meadow Rue",Perennial,Herb,Part-shade,"Wet, Moist",WI
Thalictrum dioicum,Early Meadow-rue,Perennial,Herb,Part-shade,Moist,WI
Thuja occidentalis,"Arborvitae, Eastern Arborvitae, Northern White Cedar",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WI
Tilia americana,"American Basswood, American Linden, Lime Tree, Bee Tree",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WI
Tradescantia ohiensis,"Ohio Spiderwort, Bluejacket",Perennial,Herb,Part-shade,Dry,WI
Tsuga canadensis,Eastern Hemlock,Perennial,Tree,"Shade, Part-shade",Moist,WI
Typha latifolia,"Broadleaf Cattail, Common Cattail",Perennial,Grass/Grass-like,"Sun, Part-shade",Wet,WI
Uvularia grandiflora,"Largeflower Bellwort, Large-flower Bellwort, Merrybells",Perennial,Herb,Shade,Moist,WI
Uvularia sessilifolia,"Spreading Bellwort, Straw Lily, Wild Oats, Merrybells, Sessile-leaf Bellwort, Sessile Bellwort",Perennial,Herb,"Sun, Shade, Part-shade",Moist,WI
Vaccinium angustifolium,"Lowbush Blueberry, Late Lowbush Blueberry",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry",WI
Verbena hastata,"Swamp Verbena, Blue Verbena, Blue Vervain, Simpler's Joy",Biennial,Herb,"Sun, Shade, Part-shade","Wet, Moist",WI
Vernonia fasciculata,"Prairie Ironweed, Common Ironweed",Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist",WI
Veronicastrum virginicum,Culver's Root,Perennial,Herb,"Sun, Part-shade",Moist,WI
Viburnum lentago,"Nannyberry, Blackhaw, Sweet Viburnum, Sheepberry",Perennial,Shrub,"Sun, Shade, Part-shade",Moist,WI
Viburnum opulus var. americanum,"American Cranberry Bush, Highbush Cranberry, American Cranberrybush Viburnum, Cranberry Viburnum",Perennial,Shrub,Part-shade,"Wet, Moist",WI
Viola pedata,"Birdfoot Violet, Bird's-foot Violet, Bird-foot Violet",Perennial,Herb,"Shade, Part-shade",Dry,WI
Viola sororia,"Missouri Violet, Common Blue Violet, Hooded Blue Violet, Florida Violet, Meadow Violet, Confederate Violet, Dooryard Violet, Purple Violet, Woolly Blue Violet, Wood Violet, Hooded Violet",Annual,Herb,"Sun, Part-shade",Moist,WI
Zizia aptera,"Heart-leaved Meadow Parsnip, Heartleaf Meadow Parsnip, Meadow Parsnip, Heartleaf Alexanders, Meadow Zizia, Zizia",Perennial,Herb,"Sun, Shade, Part-shade",Moist,WI
Zizia aurea,"Golden Zizia, Golden Alexanders",Perennial,Herb,"Sun, Part-shade",Moist,WI
Acer negundo,"Box Elder, Box Elder Maple, Ash-leaved Maple, Ashleaf Maple, Red River Maple, Fresno De Guajuco",Perennial,Tree,Sun,Moist,WV
Acer pensylvanicum,"Striped Maple, Moosewood",Perennial,Tree,"Shade, Part-shade",Moist,WV
Acer rubrum,"Red Maple, Scarlet Maple, Soft Maple",Perennial,Tree,"Sun, Part-shade",Moist,WV
Acer saccharum,"Sugar Maple, Northern Sugar Maple",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WV
Achillea millefolium,"Common Yarrow, Western Yarrow, Yarrow, Milfoil",Perennial,Herb,"Sun, Part-shade",Dry,WV
Aesculus flava,"Yellow Buckeye, Sweet Buckeye",Perennial,Tree,Shade,Moist,WV
Aesculus glabra,"Ohio Buckeye, Texas Buckeye, Fetid Buckeye, Horse Chestnut",Perennial,Tree,"Sun, Shade, Part-shade",Moist,WV
Ageratina altissima,White Snakeroot,Perennial,Herb,"Sun, Part-shade","Moist, Dry",WV
Amelanchier arborea,"Common Serviceberry, Downy Serviceberry, Shadbush, Juneberry, Junebush, Shadblow, Sarvis",Perennial,Tree,"Sun, Shade, Part-shade",Dry,WV
Amelanchier canadensis,"Canadian Serviceberry, Canadian Service-berry, Shadblow Serviceberry, Juneberry, Shadbush, Junebush",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist",WV
Aquilegia canadensis,"Eastern Red Columbine, Wild Red Columbine",Perennial,Herb,"Shade, Part-shade","Moist, Dry",WV
Aralia spinosa,"Devil's Walking Stick, Hercules Club, Angelica Tree, Pigeon Tree, Shotbush, Prickly Elder, Prickly Ash",Perennial,Tree,Part-shade,Moist,WV
Asclepias incarnata,"Swamp Milkweed, Pink Milkweed",Perennial,Herb,"Sun, Part-shade","Wet, Moist",WV
Asimina triloba,"Pawpaw, Common Pawpaw, Custard Apple, Indian Banana, Wild Banana",Perennial,Tree,"Sun, Shade, Part-shade",Moist,WV
Betula lenta,"Sweet Birch, Cherry Birch, Black Birch, Mahogany Birch",Perennial,Tree,"Shade, Part-shade","Moist, Dry",WV
Betula nigra,"River Birch, Red Birch, Black Birch, Water Birch",Perennial,Tree,Part-shade,Moist,WV
Campsis radicans,"Trumpet Creeper, Trumpet Vine, Common Trumpet Creeper, Cow Vine, Foxglove Vine, Hellvine, Devil's Shoestring",Perennial,Vine,Sun,"Moist, Dry",WV
Carpinus caroliniana,"American Hornbeam, Blue Beech, Water Beech, Musclewood, Ironwood",Perennial,Tree,"Shade, Part-shade",Moist,WV
Carya cordiformis,"Bitternut Hickory, Swamp Hickory, Bitternut, Pig Hickory, Pignut Hickory, Pignut, White Hickory, Red Hickory, Bitter Walnut, Bitter Pecan",Perennial,Tree,"Sun, Shade, Part-shade",Moist,WV
Carya glabra,"Pignut Hickory, Sweet Pignut Hickory, Coast Pignut Hickory, Pignut, Sweet Pignut, Smoothbark Hickory, Broom Hickory, Red Hickory, Swamp Hickory, Switch Hickory, Switchbud Hickory",Perennial,Tree,"Sun, Shade, Part-shade",Dry,WV
Carya ovata,"Shagbark Hickory, Carolina Hickory, Scalybark Hickory, Upland Hickory, Shellbark Hickory",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WV
Carya tomentosa,"Mockernut Hickory, Mockernut Hickory, Big Bud Hickory, Mockernut, White Hickory, Whiteheart Hickory, Fragrant Hickory, Bigbud Hickory, Hardbark Hickory, Hognut, Bullnut",Perennial,Tree,Part-shade,Moist,WV
Castanea pumila,"Allegheny Chinquapin, Allegheny Chinkapin, Chinquapin, Chinkapin",Perennial,Shrub,Part-shade,Dry,WV
Ceanothus americanus,"New Jersey Tea, Redroot",Perennial,Shrub,"Sun, Part-shade","Moist, Dry",WV
Cephalanthus occidentalis,"Common Buttonbush, Buttonbush, Button Willow, Honey Bells, Honeybells, Honey Balls, Honeyballs, Button-bush",Perennial,Shrub,"Shade, Part-shade","Wet, Moist",WV
Cercis canadensis,"Eastern Redbud, Redbud",Perennial,Tree,"Shade, Part-shade",Moist,WV
Chionanthus virginicus,"White Fringetree, Fringe Tree, Snowflower Tree, Flowering Ash, Old Man's Beard, Grandfather Graybeard, Grancy Graybeard",Perennial,Tree,Part-shade,Moist,WV
Comptonia peregrina,"Sweet-fern, Sweetfern",Perennial,Shrub,Part-shade,Dry,WV
Conoclinium coelestinum,"Blue Mistflower, Wild Ageratum, Blue Boneset",Perennial,Herb,"Sun, Part-shade",Moist,WV
Coreopsis tinctoria,"Plains Coreopsis, Golden Tickseed, Goldenwave, Calliopsis",Annual,Herb,"Sun, Part-shade",Moist,WV
Coreopsis verticillata,"Threadleaf Coreopsis, Whorled Tickseed, Whorled Coreopsis",Perennial,Herb,"Sun, Part-shade",Dry,WV
Cornus alternifolia,"Alternateleaf Dogwood, Alternate-leaf Dogwood, Pagoda Dogwood",Perennial,Shrub,"Shade, Part-shade",Moist,WV
Cornus florida,"Flowering Dogwood, Virginia Dogwood, Florida Dogwood, White Cornel, Arrowwood, American Boxwood, False Box, St. Peter's Crown, Corona De San Pedro",Perennial,Tree,"Shade, Part-shade","Moist, Dry",WV
Diospyros virginiana,"Common Persimmon, Eastern Persimmon, Possumwood, Date Plum, Winter Plum, Jove's Fruit",Perennial,Tree,Part-shade,Dry,WV
Echinacea pallida,"Pale Purple Coneflower, Pale Coneflower",Perennial,Herb,Sun,"Moist, Dry",WV
Echinacea purpurea,"Eastern Purple Coneflower, Purple Coneflower",Perennial,Herb,"Sun, Part-shade",Dry,WV
Euonymus americanus,"American Strawberry Bush, Strawberry Bush, Brook Euonymus, Hearts-a-burstin, Bursting Heart, Wahoo",Perennial,Shrub,Part-shade,Moist,WV
Eutrochium fistulosum,"Joe-pye Weed, Trumpetweed, Queen Of The Meadow, Hollow Joe-pye Weed",Perennial,Herb,Sun,"Moist, Dry",WV
Fagus grandifolia,"American Beech, White Beech, Red Beech, Ridge Beech, Beechnut Tree",Perennial,Tree,"Shade, Part-shade",Moist,WV
Fraxinus americana,"White Ash, American Ash, Cane Ash, Smallseed White Ash, Biltmore White Ash, Biltmore Ash",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",WV
Hamamelis virginiana,"Witch-hazel, American Witch-hazel, Common Witch-hazel, Winterbloom, Snapping Hazelnut, Striped Alder, Spotted Alder, Tobacco-wood, Water-witch",Perennial,Tree,"Shade, Part-shade","Moist, Dry",WV
Helianthus angustifolius,"Swamp Sunflower, Narrowleaf Sunflower, Narrow-leaved Sunflower",Perennial,Herb,Part-shade,Wet,WV
Hydrangea arborescens,"Smooth Hydrangea, Wild Hydrangea, Sevenbark",Perennial,Shrub,Part-shade,Moist,WV
Hypericum prolificum,Shrubby St. John's-wort,Perennial,Shrub,"Shade, Part-shade","Moist, Dry",WV
Ilex opaca,"American Holly, White Holly, Prickly Holly, Evergreen Holly, Christmas Holly, Yule Holly",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Dry",WV
Juglans nigra,"Black Walnut, Eastern Black Walnut, American Black Walnut",Perennial,Tree,"Sun, Part-shade",Moist,WV
Juniperus virginiana,"Eastern Red Cedar, Eastern Redcedar, Virginia Juniper, Red Juniper, Pencil Cedar, Carolina Cedar, Red Savin",Perennial,Tree,"Sun, Shade, Part-shade",Dry,WV
Kalmia latifolia,"Mountain Laurel, Calico Bush, Kalmia, Mountain-laurel",Perennial,Shrub,Part-shade,Moist,WV
Liatris squarrosa,"Scaly Blazing Star, Scaly Gayfeather, Scaly Liatris",Perennial,Herb,Sun,Dry,WV
Lindera benzoin,"Northern Spicebush, Spicebush, Wild Allspice",Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist, Dry",WV
